title,lead,category,id_news
روابط عمومي سازمان ورزش حکم گرفت,لازم است، با تعامل و ارتباط صحيح با اصحاب رسانه بستري را براي اطلاع رساني شفاف و ارتباط مستمر با مخاطبان سازمان تربيت بدني فراهم نماييد.,ورزشی,100136
مبعلي: جواب مدير تيم امارات را مي دهيم,من فكر نمي كنم آقاي قطبي گفته باشد ما صد درصد قهرمان مي شويم. او گفته براي قهرماني مي رويم و اين يك چيز طبيعي است. من هم مثل او قول قهرماني نمي دهم و با اين حرفش موافقم كه براي قهرماني مي رويم. اما در كل قطبي بهتر از همه بازيكنان مي تواند در اين باره حرف بزند چون او شرايط كلي تيم را مي داند.,ورزشی,100137
براي ماندن در استقلال مشكلي ندارم,از اينكه آقاي مرفاوي چرا استعفا كرد اطلاع ندارم و در اين جايگاه نيستم كه در اين مورد صحبت كنم اما بايد بگويم آقا صمد تمام تلاش خود را انجام داد. با توجه به تمام مشكلاتي كه داشتيم هر روز با انرژي تيم را تمرين مي داد و استقلال را دوست داشت. بعد از بازي با پيكان من در رختكن نبودم و با يك ماشين ديگر براي مداواي كمرم به تهران آمدم اما اميدوارم آقاي مرفاوي هر جا كه هستند موفق باشند. سال بسيار خوبي را كنار ايشان سپري كردم.,ورزشی,100140
با این روند، سازمان ملی جوانان تعطیل شود، بهتر است,به نظر من، این سازمان به جای این که مکانی باشد برای جوانان، تبدیل شده است به سازمان سیاسی و به نظر می رسد، نقش یک نهاد سیاسی را در حمایت از دولت بازی می کند و به فکر مسائل و مشکلات جوانان نیست...بعد هم یک سری اقدامات و هزینه های کلان در این سازمان برای برخی فعالیت ها انجام شده که نه تنها در راستای حل مشکلات جوانان نیست، بلکه مشکلاتی را هم بر آلام آنان افزوده است.,اجتماعی,100147
فوتبال،  جنگ جهانی صلح!,علاوه بر این، فوتبال بیش از سخنرانی های طولانی یا مصوبات بین المللی، می تواند در درگیری های نظامی، روندهای مشتنج را به سوی راه حل های صلح آمیز هدایت کند. تیم ملی ساحل عاج، شامل بازیکنانی از شمال و جنوب متخاصم این کشور، پس از صعود امسال به جام جهانی (1)، همه شهروندانشان را خطاب قرار دادند و از طرف های متخاصم خواستند سلاح ها را زمین بگذارند و به جنگ داخلی که کشور را به تباهی می کشید، خاتمه دهند. چند سال قبل پس از آنکه رئیس جمهور هائیتی، ژان برتراند آریستید، سرنگون شد، تیم فوتبال برزیل در آنجا نقش سفیر صلح نیروهای برزیلی سازمان ملل را بازی کرد.,ورزشی,100148
رقابت يك نفره لاريجاني براي رياست مجلس,"گزارش ""تابناک"" از فضای انتخابات هیئت رییسه",سیاسی,100151
مورينيو با لوئيس فيگو به مادريد مي  رود,تلاش مربي اينتر براي همكاري احتمالي با فيگو در حالي است كه برخي گزارشات روز يكشنبه مطبوعات ايتاليايي از ارائه پيشنهاد نجومي 12 ميليون يورو نزاتزوري ها(لقب اينتر) به مربي قهرمان براي چشم پوشي از حضور در مادريد خبر داد ه اند.,ورزشی,100153
انتقاد هاشمی از نان به نرخ روزخورها,از فردای آزادی خرمشهر تا همین الان گروهی در داخل و خارج برای تلخ کردن شیرینی این پیروزی در کام مردم، نغمه ناهنجاری را سر می دهند که ادامه جنگ پس از فتح خرمشهر نشان از جنگ طلبی ایران بود. طرح این موضوع و همنوایی خود آگاه و ناخودآگاه بعضی از داخلی ها که متأسفانه گاه با اغراض سیاسی و جناحی و توسط کسانی که به اصطلاح نان به نرخ روز خور هستند,سیاسی,100155
قرارداد سفید با صفرهای نامریی!,در اين ميان تنها مجيد جلالي بوده كه تن به بستن قرارداد سفيد داده و هنوز هم از اقدامي كه انجام داده راضي به نظر مي  رسد:« بستن قرارداد سفيد در واقع يك نوع رفتار اعتمادساز است تا به اين وسيله دوطرف حسن نيت شان را نسبت به يكديگر ثابت كنند. در مورد شرايط من و باشگاه فولاد هم همين موضوع تعيين كننده بود. آقاي دهكردي برگه قرارداد را آورد، زيرش را امضا كرد و در مقابل من گذاشت. من هم با توجه به اعتمادي كه داشتم زيرش را امضا كردم. البته در اين موضوع شكي نيست كه اگر مبلغ درج شده در قرارداد مورد رضايت طرفين نباشد، حتما در عملكرد آنها در طول فصل تاثيرگذار خواهد بود.»,ورزشی,100156
شیث رضايي: آسيا به ما چشمك مي زند,مدافع پرسپوليس در پاسخ به اين سوال كه آيا به حضور در تيم ملي فكر مي كند يا خير، تصريح كرد: تمام تلاشم را براي رسيدن به تيم ملي انجام مي دهم، اما ابتدا بايد در پرسپوليس خوب باشم و پس از آن به تيم ملي فكر كنم. اگر دعوت شوم خوشحال مي شوم و در غير اينصورت براي موفقيت آن دعا خواهم كرد.,ورزشی,100157
تبيين روابط دختران و پسران,نشستی در رادیو گفت وگو,اجتماعی,100158
فريدون زندی قراردادش را تمديد کرد,شرايط خوب و کاملا حرفه اي در باشگاه استيل آذين حاکم است واستيل آذين در بين باشگاه هاي ايراني به معناي واقعي يک باشگاه حرفه اي است و مديريت خوب و کاملا سيستماتيکي در اين باشگاه وجوددارد.,ورزشی,100160
