,title_lead,category
108,انگيزگي نخبگ هنري پي واكن معاون هنري ارشاد گذ ماه آغاز كار دول تاكيد دولتمرد گستر كار فرهنگي وزار فرهنگ ارشاد اسلامي گشودن گره هنرهايي موسيقي تجسمي تئا درمانده نتوانسته گزينه هایي تصدي مسوولي مراكز هنر بيابد شرايطي شاه آبادي نشس متعددي هنرمند عرصه انفرادي نظر فعال مطرح عرصه درياف ...,فرهنگی
109,مدیر برنامه بوناچيچ استقلال پيشنهاد استقلال شد تکذیب می‏کن تماس بوناچيچ دلال مدير باشگاه استقلال نزديك مديرعامل باشگاه استقلال زمينه تماس,ورزشی
110,ستاره فوتبال آرژانتین قطر نکته عجیب انتقال احتمال حضور ریکلمه تیم فصل لیگ دسته قطر نتایج خوب دس نیاورد ت لیگ 12 تیم قطر رده قرار,ورزشی
111,پژ منتظر حضور ليس مازاد استقلال خنده حرف زدن اشتباه خنده نوشته_اند بازيكن قرارداد فهرس فرو قرار بازيكن آزاد تصمي بگيرد سال خدا كمك بيشترين بازي تي استقلال داده_ا,ورزشی
112,تراژد چهره سرشناس فوتبال ایر کانادا چهره فوتبال تماس نزدیکان ایر تحمل شرایط روز پول راه آنسو کره زمین مشکل بیمار سراغ پش قصد کشور برگردد پول بدهکار پرداخ,ورزشی
113,دیدار رئیس دبیرکل فدراسیون الملل ورزش زورخانه سعیدلو آمادگ حما توسعه ورز جه اجرا طرح مشترک جمله تاسیس آکادم الملل ورزش زورخانه مقرر طرح پیشنهاد اجرا توسعه ورزش زورخانه ارائه,ورزشی
114,جریمه تبریزی‏ آستانه دیدار پرسپولیس اعضا کانون هوادار ت همراه سرپرس گستر فولاد کمیته انضباط فدراسیون فوتبال 10 خرداد برگزار دعو,ورزشی
115,زن انگلیس فرزند خفه زن شهر بارسلون سکون حادثه همراه فرزند خانه فرار هتل نامه نوشته فرزندان کشته خودکش ترسیده حضان دس بدهد,اجتماعی
116,انصاري فرد مذاكرا پرسپوليس ن نشد بازيكن ارتباط ساير پيشنهادهاي اتما فصل باشگاه استقلال تماس گرفته_شد پاي فصل تماسي,ورزشی
117,آندرانیک تیمور پیشنهاد استیل آذین دیگرت ایران باز فینال اتحادیه مرب حرفه انجمن ورزش نویس بریتانیا هاجسون بعنو مرب لیگ بر انتخاب باعث افتخار نظر مرب دانش هاجسون کار نکته خوب یاد دلیل باز نگرفتن نگف,ورزشی
118,شكاي مديرعامل مس رجب زاده برهاني نژاد بازيكن مراجع قضايي دليل نشر اكاذيب تشوي اذه عمومي شكاي,ورزشی
119,دوره امتح خوبي سپري شب امتح ثانيه اتاق زنداني درس بچسبد مرور كنار بگذارد تماشاي فيل كمدي ورز خستگي رفع عوض بيرون رفتن دوستان احتمال استرس دوستاني امتح ترسند جذب,اجتماعی
120,ساز ورز مدیرکل روابط عموم سخنگو انتظار می‏رود گزینه قو تر سابقه معاون اداره روابط عموم مدرک کارشناس مرتبط رزومه ورز توجه آشنا اهال ورز گزینه قطع مدیرکل ساز ترب بدن تایید صلاح نهاد نظارت بالادست اداره حراس ساز منصوب,ورزشی
121,تي فوتبال استيل آذين آمريكا دعو شرك آمريكايي تاريخ حضور استيل آذيني تير 7 مرداد فاصله زماني آماده پذيرايي كارو استيل آذين شرك قبول كليه هزينه كارو 50 نفره استيل آذين پرداخ,ورزشی
122,داور دیدار فينال جا حذفي مشخص رحي رحيمي مقد متولد 1343 آذر شهر آذربايج شرقي داراي مدرک تحصيلي کارشناسي زيس سال 2000 2009 ميلادي داور المللي بوده_اس رحي رحيمي مقد سال 1361 داوري شروع اولين مسابقه کشوري سال 72 جا آزادگ ملو انزلي برق شيراز قضاو کرده_اس,ورزشی
123,تعيين سقف دستمزد قرارداد بازيكن ليگ بر فوتبال تاكيد دستمزد بازيكن قصد سقف تعيين ميز حداكثر بازيكن ليگ برتري مصوب مبلغ قرارداد بازيكن ليگ برتري هيأ رئيسه مطرح تصويب نهايي نرسيده دليل سه شنبه هيأ رئيسه ساز ليگ زمينه جلسه خواهد_دا تصويب نهايي برساند,ورزشی
124,جناب رامین پرده‏ می‏داند معاون مطبوعات وزیر ارشاد اجاره امتیاز روزنامه ورزش طبق قانون انتظار تخلف اجاره تایید موضوع در امتیاز نشریه ورزش اجاره قول فضا کمک همکار مطبوعات اصلاح,ورزشی
125,بهادر عبدي فولاد خوزس پيوس عبدي سابقه حضور پرسپوليس فصل شاهين بوشهر حضور,ورزشی
126,ماجرا ادعا قرارداد دلار دنيزل جول دلال هدف تي بالابردن رق قرارداد مصطف دنیزل یقین تعداد صفر قرارداد مصطف دنیزل افزا مبلغ پورسان دریافت بالا خواهد_رف تبلیغ رفتند مدع دنیزل درخواس رقم 7 دلار مطرح هدا ت لیگ برتر ایر عهده,ورزشی
127,رفتار حرفه جشن قهرمان جنس کاپ ارز آنچنان آماده_شده_اند جشن عجیب غریب قهرمان ایر دس پا نرود جا اصل ارز معنو ارز ماد تو ارزد ت قهر دریاف کاپ عکس یادگار اختیار داشته_باشد,ورزشی
128,جنجال اصفهان لیگ هندبال + واکنش‏ زدن سو زدن پا مسابقه پرویز استان بازیکن ت ذوب آهن اصفه توپ سجاد استک مل پو اصفهان ت سپاه کوبید مصدو مسئله باعث کادر فن بازیکن ت درگیر,ورزشی
129,تمدید حک فرمانده سردار احمد مقد سال آي الله خامنه رهبر معظّ انقلاب اسلام فرمانده قوا حك مسئولي سردار سرتيپ پاسدار احمد مقد فرمانده نيرو انتظام جمهور اسلام اير سال تمديد,اجتماعی
130,تصویربردار مخف پلیس مزاحمین نوامیس ادامه طرح بحث امني اجتماعي داشتي طرح اساس مطالبه گرفته_اس مزاحم نواميس يکي دغدغه تهر شهروند تهراني برخورد هنجارشکن پليس مطالبه,اجتماعی
131,توضیح وزار اطلاع عمل پنج‏شنبه 415 شرک پلمپ شناسا شده_بودند برخلاف ادعا اشتباه عمل گسترده نگرف شرک توقیف هرم آینده دف کار متخلف نداري,اجتماعی
132,رسوايي جديدخانواده سلطنتي بريتانيا مقاله روزنامه دوشس يورک مبلغي معادل چهل دلار پرداخ قبول مخاطب گفته_اس عوض پرنس اندرو معامل پر منفع کمک خواهد_کرد,اجتماعی
133,تجليل مادر قصه گوي راديو + عکس مري نشيبا متولد ارديبه 1325 تهر داراي مدرك ليسانس جغرافيا دانشگاه تهر كار سال 56 گوينده خبر آغاز صداي ماندگار برنامه شب بخير كوچولو شناسند,اجتماعی
134,سارق درخ پارك دزديدند خصوص اكيپ نامحسوس سطح شهر تشكيل ساع پاياني شب گشتزني محل موردنظر پرداختند,اجتماعی
135,طناب انتظار قاتل نوعروس 16 ساله مقاومتي اعتراف گشود تصور زن خيان مرد غريبه رابطه ک,اجتماعی
136,زن مرد 11 درصد ازدواج 88 علاوه سال اخير فاصله سني دخ پسر ازدواج معنا داري کاه يافته معکوس شده_اس معنا سن زن مرد مسئله نگراني,اجتماعی
137,احمد نژاد روس دق روسيه كشور همسايه دوس دوستي برد اير همسايه صميمي صادق روسيه بوده_اس مسوول روسي بودي نظر دق نظر كردي,سیاسی
138,وا مسکن 50 تومان هنرمند وزیر فرهنگ سقف وا 50 تو بازپرداخ 10 ساله,فرهنگی
139,مرد زن دروغ بنا براين گزار مرد ميانگين سه دروغ تقريبا 1000 دروغ طول سال حالي زن تقريبا دروغ تعداد دروغ ساليانه تقريبا 700 دروغ,اجتماعی
140,خرید گوسفند چك جعل ادامه فرد مراجعه پلیس آگاه اظهار مدت مرد یك زن شیوه شگرد مبلغ ریال كلاهبردار,اجتماعی
